0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
,,,,,o,d,i,",",t,e,g,d,a,o,u,s,t,",",j,e,n,n,e,",",b,a,m,b,a,",",t,a,d,m,e,k,k,e,t,",",t,e,g,d,a,o,u,s,t,",",m,o,p,t,i,",",w,a,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,a,o,",",k,a,n,o,",",t,a,g,h,a,z,a,",",s,e,g,o,u,",",t,o
,,u,a,t,a,g,o,u,n,a,",",t,a,d,m,e,k,k,e,t,",",a,r,g,u,n,g,u,",",j,e,n,n,e,",",t,o,m,b,o,u,c,t,u,",",a,g,a,d,e,z,",",g,a,o,",",s,e,g
,,,,,,,,,,,,,,,,,,o,u,",",w,a,",",t,e,k,e,d,d,a,",",g,w,a,n,d,u,",",n,i,a,m,e,y,",",n,i,a,m,e,y,",",k,a,n,o,",",g,w
,,u,a,t,a,g,o,u,n,a,",",g,a,o,",",t,o,r,o,d,i,",",k,u,k,i,a,",",m,o,p,t,i,",",t,e,k,e,d,d,a,",",t,o,m,b,o,u,c,t,u,",",w,a,l,a,t,a,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,b,o,u,s,s,a,",",w,a,l,a,t,a,",",t,o,m,b,o,u,c,t,u,",",t,e,g,d,a,o,u,s,t,",",t,a,g,h,a,z,a,",",d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,a,n,o,",",b,o,u,s,s,a,",",m,o,p,t,i,",",k
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",",g,w,a,n,d,u,",",n,i,a,m,e,y,",",n,i,a,m,e,y,",",k,a,y,e,s,",",a,r
,,,,,,,,b,a,m,a,k,o,",",a,r,g,u,n,g,u,",",a,g,a,d,e,z,",",b,a,m,b,a,",",o,u,a,t,a,g,o,u,n,a,",",w,a,",",t,e,k,e,d,d,a,",",m,o
,,,,,,,,,,,,,,,,,,g,w,a,n,d,u,",",k,a,n,o,",",s,e,g,o,u,",",k,u,m,b,i, ,s,a,l,e,h,",",t,o,m,b,o,u,c,t,u,",",t,e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,u,k,i,a,",",k,e,b,b,i,",",k,u,k,i,a,",",t,e,g,d,a,o,u,s,t,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,u,c,t,u,",",s,e,g,o,u,",",w,a,l,a,t,a,",",w,a,l,a,t,a,",",k,a,y,e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,r,g,u,n
,,,k,e,d,d,a,",",d,a,k,a,r,",",t,e,g,d,a,o,u,s,t,",",t,o,r,o,d,i,",",k,a,y,e,s,",",a,r,g,u,n,g,u,",",k,e,b,b,i,",",b,o,u,s,s,a,",",k
,,,,,,a,n,e,",",o,u,a,t,a,g,o,u,n,a,",",o,u,a,d,a,n,e,",",b,a,m,a,k,o,",",t,o,n,d,i,b,i,",",a,w,d,a,g,h,o,s,t,",",t,o,m,b,o,u
,,,,a,k,a,r,",",k,u,k,i,a,",",s,e,g,o,u,",",g,a,o,",",k,u,k,i,a,",",o,u,a,t,a,g,o,u,n,a,",",d,o,r,i,",",k,u,m,b,i, ,s,a,l,e,h,",",m
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,r,g,u,n,g,u,",",s,e,g,o,u,",",a,w,d,a,g,h
,,,,,,,,,,,,,,,,,,,,,,,,,k,u,m,b,i, ,s,a,l,e,h,",",k,a,n,o,",",g,a,o,",",g,w,a,n,d,u,",",g,w,a,n,d,u,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,g,h,a,z,a,",",t,e,k,e,d,d,a,",",t,e,g,d,a,o,u,s,t,",",w,a,l,a,t,a,",",k,u,k,i,a,",",k,u
,,,,,,",",g,w,a,n,d,u,",",m,o,p,t,i,",",k,e,b,b,i,",",o,u,a,t,a,g,o,u,n,a,",",a,r,g,u,n,g,u,",",a,r,g,u,n,g,u,",",k,a,y,e,s,",",t
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,",",t,e,k,e,d,d,a,",",t,e,g,d,a,o,u,s,t,",",b,a,m,a,k,o,",",o,u,a,t,a,g,o,u,n,a,",",b,a,m,a,k,o,",",w,a,l,a
,,,,,,,,,,,,,,,,,,,,,,,,,,t,a,g,h,a,z,a,",",w,a,",",b,o,u,s,s,a,",",k,u,m,b,i, ,s,a,l,e,h,",",j,e,n,n
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,e,n,n,e,",",k,a,n,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,e,g,o,u,",",g,w,a,n,d,u,",",k,a,y,e,s,",",k,a,y,e,s,",",t,o,r,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,a,k,a,r,",",g,w,a,n,d,u,",",t,a,g,h
,,,,,,,,,,,,,,,,,u,n,a,",",k,u,m,b,i, ,s,a,l,e,h,",",t,e,k,e,d,d,a,",",b,a,m,b,a,",",o,u,a,t,a,g,o,u,n,a,",",t,o
,,,,,,,,,,,,,,,,,,,,,,,,,e,t,",",t,e,g,d,a,o,u,s,t,",",b,o,u,s,s,a,",",b,a,m,b,a,",",g,w,a,n,d,u,",",b,o
,,,,,,,,,,,,e,g,d,a,o,u,s,t,",",j,e,n,n,e,",",w,a,l,a,t,a,",",k,u,m,b,i, ,s,a,l,e,h,",",t,o,m,b,o,u,c,t,u,",",a,w,d,a
,,,,,,,,,,,,,,,,,i,a,",",b,o,u,s,s,a,",",t,e,g,d,a,o,u,s,t,",",o,u,a,d,a,n,e,",",w,a,l,a,t,a,",",k,a,n,o,",",a,r,g
,,,,,,,,,,,,o,u,a,t,a,g,o,u,n,a,",",s,e,g,o,u,",",d,o,r,i,",",m,o,p,t,i,",",a,w,d,a,g,h,o,s,t,",",d,o,r,i,",",t,o,n,d,i
,,,,,,,,,,,,,,,,,,u,c,t,u,",",n,i,a,m,e,y,",",m,o,p,t,i,",",o,u,a,t,a,g,o,u,n,a,",",w,a,",",a,g,a,d,e,z,",",a,g,a
,s,a,",",g,w,a,n,d,u,",",t,o,n,d,i,b,i,",",g,w,a,n,d,u,",",o,u,a,d,a,n,e,",",t,a,g,h,a,z,a,",",t,e,k,e,d,d,a,",",d,a,k,a,r,",",k,u,k,i
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,o,r,i,",",b,o,u,s,s
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,e,b,b
,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,o,r,o,d,i,",",b,a,m,b,a,",",b,a,m,a,k,o,",",k,u,k,i,a,",",t,a,g,h,a,z
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,o,n,d,i,b,i,",",t,o,n,d,i,b,i,",",k,a,n,o,",",a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,a,o,",",j,e,n,n,e,",",k,a,y,e,s,",",w,a,l,a,t
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,a,y,e,s,",",k,u,k,i,a,",",t,a,d,m,e,k,k,e,t,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,o,r,i,",",b,a,m,b,a,",",k,a
,,,d,e,z,",",k,u,m,b,i, ,s,a,l,e,h,",",g,w,a,n,d,u,",",m,o,p,t,i,",",k,a,y,e,s,",",t,o,m,b,o,u,c,t,u,",",a,r,g,u,n,g,u,",",t,o,n,d
,,,,,,,,,,s,a,c,r,a,m,e,n,t,o,",",w,a,s,h,i,n,g,t,o,n,",",r,e,n,o,",",n,e,w, ,y,o,r,k,",",r,i,c,h,m,o,n,d,",",p,h,i,l,a
,,,,,,,,i,e,l,d,",",c,h,i,c,a,g,o,",",d,e,t,r,o,i,t,",",b,o,s,t,o,n,",",m,o,n,t,e,r,e,y,",",m,i,a,m,i,",",p,a,l,o, ,a,l,t,o
,,,,,,,,,,,,,,,,,,,,,,t,l,e,",",n,e,w, ,y,o,r,k,",",b,o,s,t,o,n,",",d,e,t,r,o,i,t,",",j,a,c,k,s,o,n,v,i,l
,,,,,,,,,,,,,,,,,,,,,,,,,o,",",s,p,o,k,a,n,e,",",s,a,n,t,a, ,m,o,n,i,c,a,",",n,e,w, ,o,r,l,e,a,n,s,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,l,e,v,e,l,a,n,",",s,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,i,a,m,i,",",d,e,t,r,o,i,t,",",k,a,n,s,a,s, ,c,i,t,y,","
,,,,,,,,,,,,,,,,,,,a,c,o,m,a,",",p,o,r,t,l,a,n,d,",",b,o,i,s,e,",",s,a,l,t, ,l,a,k,e, ,c,i,t,y,",",s,a,n, ,d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,o,i,s,e,",",p,o,r,t,l,a,n,d,",",s,a,n
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,o,l,u,m,b,u,s,",",s,a,c,r,a,m,e,n,t,o,",",l,a,s, ,v,e,g,a
,,,,,,,,,,,,,,,,,,,l,a,n,d,",",m,i,a,m,i,",",h,u,n,t, ,v,a,l,l,e,y,",",c,h,a,r,l,e,s,t,o,n,",",s,p,r,i,n,g,f
,,,b,o,s,t,o,n,",",p,h,o,e,n,i,x,",",p,a,l,o, ,a,l,t,o,",",s,p,r,i,n,g,f,i,e,l,d,",",s,p,r,i,n,g,f,i,e,l,d,",",n,e,w, ,o,r,l,e
,,,,,,,,,,,o,n,",",s,a,n,t,a, ,m,o,n,i,c,a,",",l,o,s, ,a,n,g,e,l,e,s,",",r,i,c,h,m,o,n,d,",",c,e,n,t,r,a,l,i,a,",",s,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,l,y,m,p
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,a,k,l,a,n,d,",",b,o,s,t,o,n,",",p,a,l,o, ,a,l,t,o,",",c,l,e,v,e
,,,,,,,,,,,l,e, ,b,a,m,",",m,o,n,t,e,r,e,y,",",m,i,n,n,e,a,p,o,l,i,s,",",c,e,n,t,r,a,l,i,a,",",c,h,a,r,l,e,s,t,o,n,","
,,,,,,,,,,,,,,,,,,,,,,,,t,s,b,u,r,g,h,",",m,i,l,w,a,u,k,e,e,",",a,n,c,h,o,r,a,g,e,",",l,i,t,t,l,e, ,r
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,o,r,t,l,a,n,d,",",s,t, ,l,o,u,i,s,",",j,a,c,k,s,o,n,v,i,l,l,e
,,,,,,,,o,l,y,m,p,i,a,",",c,h,i,c,a,g,o,",",c,i,n,c,i,n,n,a,t,i,",",b,o,i,s,e,",",b,o,i,s,e,",",c,o,l,u,m,b,u,s,",",s,t, ,l
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,n,c,h,o,r,a,g,e,",",b,u,f,f,a,l,o,",",c
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,e,n,o,",",w,a,s,h,i,n,g,t,o,n,",",h,o,n,o,l,u,l,u,","
,,,,,,,,,l,i,s,",",m,e,m,p,h,i,s,",",p,h,i,l,a,d,e,l,p,h,i,a,",",o,r,l,a,n,d,o,",",h,u,n,t, ,v,a,l,l,e,y,",",l,a,s, ,v,e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,o,s,t,o,n,",",s,a,n, ,f,r,a,n,c,i,s,c,o,",",l,i,t,t,l,e, ,r
,,,,,b,o,i,s,e,",",s,a,n,t,a, ,c,r,u,z,",",d,e,n,v,e,r,",",d,e,t,r,o,i,t,",",t,a,c,o,m,a,",",a,l,b,u,q,u,e,r,q,u,e,",",s,a,n, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,s,o,n,v,i,l,l,e,",",a,t,l,a,n,t,a,",",m,o,n,t,e,r,e,y,",",s,a,n,t,a, ,f
,,,,,,,,,,,,,,,,,,,,,,,a,p,o,l,i,s,",",p,o,r,t,l,a,n,d,",",j,a,c,k,s,o,n,v,i,l,l,e,",",a,n,c,h,o,r,a,g
,,,,,,,,,,,,,,,,,,,,,,,,,,,u,n,t, ,v,a,l,l,e,y,",",m,i,a,m,i,",",h,o,u,s,t,o,n,",",s,p,r,i,n,g,f,i
,,,,,,,,,,,,,,,,,,,h,o,r,a,g,e,",",a,t,l,a,n,t,a,",",d,a,l,l,a,s,",",s,a,n, ,f,r,a,n,c,i,s,c,o,",",r,i,c,h,m
,,,,,,,,,,,,,,,,,b,a,l,t,i,m,o,r,e,",",d,e,n,v,e,r,",",s,e,a,t,t,l,e,",",s,a,c,r,a,m,e,n,t,o,",",s,p,r,i,n,g,f
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,a,k,l,a,n,d,",",r,e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,l,b,u,q,u,e,r,q,u,e,",",n,e,w, ,o,r,l,e,a,n,s,",",m,i,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,a,s, ,v,e,g,a,s,",",o,a,k,l,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,e,a,t,t,l
,,,,,,,,,,,,,,,,,,,,,,,,,d,e,l,p,h,i,a,",",n,e,w, ,y,o,r,k,",",k,a,n,s,a,s, ,c,i,t,y,",",p,h,i,l,a,d
,,,,,,,,,,,,r,e,n,o,",",s,p,r,i,n,g,f,i,e,l,d,",",b,u,f,f,a,l,o,",",a,l,b,u,q,u,e,r,q,u,e,",",p,h,i,l,a,d,e,l,p,h,i
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,t,s,b,u,r,g,h,",",s,a,n, ,f,r,a,n,c,i,s,c,o,",",l,o,s, ,a,n,g,e,l,e,s,",",w,a,s,h,i,n,g,t,o,n,",",p,o,r,t
,,,e,n,v,e,r,",",t,a,m,p,a, ,b,a,y,",",c,h,a,r,l,e,s,t,o,n,",",d,a,l,l,a,s,",",p,o,r,t,l,a,n,d,",",b,u,f,f,a,l,o,",",b,a,l,t,i,m
,,,,,,,,,,,,,,,,,,,,,,,e, ,c,i,t,y,",",s,t, ,l,o,u,i,s,",",c,h,a,r,l,e,s,t,o,n,",",s,t, ,l,o,u,i,s,",",k
,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,o,s, ,a,n,g,e,l,e,s,",",t,a,m,p,a, ,b,a,y,",",c,e,n,t,r,a,l,i,a,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,t,l,a,n,t,a,",",p,i,t,t
,,,,,,,t,o,n,",",s,p,o,k,a,n,e,",",w,a,s,h,i,n,g,t,o,n,",",d,e,t,r,o,i,t,",",m,i,a,m,i,",",p,a,l,o, ,a,l,t,o,",",s,a,n, ,f,r
,,,,,,c,i,n,c,i,n,n,a,t,i,",",a,l,b,u,q,u,e,r,q,u,e,",",l,e, ,b,a,m,",",a,t,l,a,n,t,a,",",p,i,t,t,s,b,u,r,g,h,",",m,e,m,p,h
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,a,l,t,i,m,o,r,e,",",s,t, ,l,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,n,c,h,o,r,a,g,e,","
,,,,,,,,,,,,,,,,,,,,,,,,,,h,o,n,o,l,u,l,u,",",a,l,b,u,q,u,e,r,q,u,e,",",a,l,b,u,q,u,e,r,q,u,e,",",o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,e,m,p,h
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,r,l,a,n,d
,,,,,,,,,,r,e,y,",",s,a,c,r,a,m,e,n,t,o,",",a,l,b,u,q,u,e,r,q,u,e,",",b,o,i,s,e,",",s,a,n,t,a, ,f,e,",",c,h,a,r,l,e,s,t
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,i,l,w,a,u,k,e,e,",",l,i,t,t,l,e, ,r,o,c,k,",",h,o,u,s
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,d,",",n,e,w, ,y,o,r,k,",",s,a,n, ,d,i,e,g,o,",",s,a,v,a,n,n,a,h,","
,,,,,,,,,,,,,,,,,,,,,,,t,a,m,p,a, ,b,a,y,",",m,i,n,n,e,a,p,o,l,i,s,",",r,i,c,h,m,o,n,d,",",c,l,e,v,e,l
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,h,o,e,n,i,x,","
,,,,,,,,,,,,,,,,,,,,,b,i,r,m,i,n,g,h,a,m,",",o,l,y,m,p,i,a,",",b,u,f,f,a,l,o,",",p,h,i,l,a,d,e,l,p,h,i,a
,,,,,,,,,,,,o,",",a,t,l,a,n,t,a,",",o,r,l,a,n,d,o,",",o,m,a,h,a,",",s,a,n, ,f,r,a,n,c,i,s,c,o,",",w,a,s,h,i,n,g,t,o,n
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,l,b,u
,,,,,,,,,,,,,,,,,,,,,,,l,u,l,u,",",p,a,l,o, ,a,l,t,o,",",p,h,i,l,a,d,e,l,p,h,i,a,",",p,i,t,t,s,b,u,r,g
,,,,,,,,,,,,,,,,p,h,i,a,",",c,o,l,u,m,b,u,s,",",s,a,n,t,a, ,c,r,u,z,",",s,p,o,k,a,n,e,",",m,o,n,t,e,r,e,y,",",p,a
,,,,,,,,,,,,f,r,a,n,c,i,s,c,o,",",l,i,t,t,l,e, ,r,o,c,k,",",s,a,c,r,a,m,e,n,t,o,",",w,a,s,h,i,n,g,t,o,n,",",h,o,n,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,i,r,m,i,n,g,h,a,m,",",o
,,,,,,,,,,,,,,,b,i,r,m,i,n,g,h,a,m,",",c,l,e,v,e,l,a,n,",",o,a,k,l,a,n,d,",",p,a,l,o, ,a,l,t,o,",",s,a,n, ,a,n,t
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,",",o,a,k,l,a,n,d,",",s,a,l,t, ,l,a,k,e, ,c,i,t,y,",",p,a,l,o, ,a,l,t,o,",",d,e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,p,r,i,n,g,f,i,e,l,d,",",d,e,n,v,e,r,",",o,a,k,l,a,n,d,",",p,o,r
,,,,,,,,,,,,,,,,,,,,e,",",l,a,s, ,v,e,g,a,s,",",h,o,n,o,l,u,l,u,",",p,o,r,t,l,a,n,d,",",a,l,b,u,q,u,e,r,q,u
,,,,,,,,,,,,,",",s,e,a,t,t,l,e,",",b,o,i,s,e,",",p,o,r,t,l,a,n,d,",",p,h,i,l,a,d,e,l,p,h,i,a,",",n,e,w, ,o,r,l,e,a,n
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,a,m,p,a, ,b,a,y
,,,,,,,,,,,,,,,,,,,,,,,i,",",c,l,e,v,e,l,a,n,",",c,i,n,c,i,n,n,a,t,i,",",n,e,w, ,o,r,l,e,a,n,s,",",s,e,a
,,,,,,,,,,,,,,,,,,,,,j,a,c,k,s,o,n,v,i,l,l,e,",",p,o,r,t,l,a,n,d,",",j,a,c,k,s,o,n,v,i,l,l,e,",",m,e,m,p
,,,,,,,,,s,a,c,r,a,m,e,n,t,o,",",w,a,s,h,i,n,g,t,o,n,",",m,i,l,w,a,u,k,e,e,",",o,l,y,m,p,i,a,",",s,a,c,r,a,m,e,n,t,o,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,o,n,o,l,u,l,u,",",p,a,l,o, ,a,l,t,o
,,,,,,,,,,,,,,,b,o,s,t,o,n,",",h,o,n,o,l,u,l,u,",",s,t, ,l,o,u,i,s,",",l,e, ,b,a,m,",",l,e, ,b,a,m,",",m,i,a,m,i,","
,,,,",",a,t,l,a,n,t,a,",",s,a,n, ,a,n,t,o,n,i,o,",",s,p,o,k,a,n,e,",",d,e,t,r,o,i,t,",",k,a,n,s,a,s, ,c,i,t,y,",",m,i,n,n,e,a,p
,,,,,,,,,,,,,,c,e,n,t,r,a,l,i,a,",",b,o,s,t,o,n,",",s,t, ,l,o,u,i,s,",",d,e,t,r,o,i,t,",",a,n,c,h,o,r,a,g,e,",",m,i
,,,,,,,a,m,p,a, ,b,a,y,",",t,a,c,o,m,a,",",s,p,o,k,a,n,e,",",s,e,a,t,t,l,e,",",t,a,c,o,m,a,",",l,e, ,b,a,m,",",s,a,l,t, ,l,a
,,,,,,,,,,,,,,,s,a,v,a,n,n,a,h,",",c,h,a,r,l,e,s,t,o,n,",",a,l,b,u,q,u,e,r,q,u,e,",",s,a,n, ,d,i,e,g,o,",",b,i,r
,,,,a,n,t,a,",",s,a,n, ,a,n,t,o,n,i,o,",",h,o,n,o,l,u,l,u,",",k,a,n,s,a,s, ,c,i,t,y,",",s,a,n,t,a, ,m,o,n,i,c,a,",",t,a,m,p,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,l,e,v,e,l,a,n,",",s,a,v,a,n,n,a,h,",",o,m,a,h,a,",",h,u,n,t, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,i,r,m,i,n
,,,,,,,b,a,y,",",a,l,b,u,q,u,e,r,q,u,e,",",o,r,l,a,n,d,o,",",b,i,r,m,i,n,g,h,a,m,",",b,u,f,f,a,l,o,",",b,o,s,t,o,n,",",c,h,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,a,n, ,a,n,t,o,n,i,o,",",c,e,n,t,r,a,l,i,a,",",m,e,m,p,h,i,s,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,e,n,o,",",l,o,s, ,a,n,g,e,l,e,s,",",o,l,y,m,p,i,a
,,,,,,,,,,,,,,,,,,,,,i,n,c,i,n,n,a,t,i,",",a,n,c,h,o,r,a,g,e,",",p,a,l,o, ,a,l,t,o,",",s,a,n,t,a, ,m,o,n
,,,,,,,w,a,u,k,e,e,",",s,a,n, ,a,n,t,o,n,i,o,",",h,u,n,t, ,v,a,l,l,e,y,",",l,a,s, ,v,e,g,a,s,",",h,o,u,s,t,o,n,",",a,l,b,u
,,,,,,,,,,,,,,,,,,,,,e,",",c,h,i,c,a,g,o,",",d,e,n,v,e,r,",",d,e,t,r,o,i,t,",",b,o,i,s,e,",",l,a,s, ,v,e,g,a
,,,,,,,,,,,,,,,g,o,",",a,t,l,a,n,t,a,",",d,a,l,l,a,s,",",s,a,c,r,a,m,e,n,t,o,",",d,a,l,l,a,s,",",d,e,n,v,e,r,",",l,e
,,,,,,,,,,,,,,,,,,,,,o,r,e,",",s,a,n,t,a, ,m,o,n,i,c,a,",",o,m,a,h,a,",",k,a,n,s,a,s, ,c,i,t,y,",",c,l,e,v
,,,,,,,,,,,,,,",",c,e,n,t,r,a,l,i,a,",",s,a,n,t,a, ,f,e,",",n,e,w, ,o,r,l,e,a,n,s,",",o,r,l,a,n,d,o,",",m,i,a,m,i,","
,,,,,,,,,p,h,i,l,a,d,e,l,p,h,i,a,",",s,a,v,a,n,n,a,h,",",s,a,c,r,a,m,e,n,t,o,",",c,e,n,t,r,a,l,i,a,",",c,h,a,r,l,e,s,t
,,r,q,u,e,",",s,p,o,k,a,n,e,",",h,o,n,o,l,u,l,u,",",h,o,u,s,t,o,n,",",p,a,l,o, ,a,l,t,o,",",r,i,c,h,m,o,n,d,",",m,i,n,n,e,a,p,o,l
,,,,,,,,,,,,,,,,,,,,,,,,,t,r,a,l,i,a,",",c,h,i,c,a,g,o,",",n,e,w, ,y,o,r,k,",",b,a,l,t,i,m,o,r,e,",",l
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,i,c,h,m,o,n,d,",",p,i,t,t,s,b,u,r,g,h,",",h,u,n,t, ,v,a,l
,,,,,,,,,,,,,,,,,,,, ,v,a,l,l,e,y,",",t,a,c,o,m,a,",",h,o,n,o,l,u,l,u,",",p,h,o,e,n,i,x,",",p,h,o,e,n,i,x,","
,,,,,,,,,,,,,,,,,,,,,d,o,",",s,a,n,t,a, ,c,r,u,z,",",p,i,t,t,s,b,u,r,g,h,",",s,a,n, ,a,n,t,o,n,i,o,",",k,a
,,,,,,,k,a,n,e,",",h,o,n,o,l,u,l,u,",",a,l,b,u,q,u,e,r,q,u,e,",",s,p,r,i,n,g,f,i,e,l,d,",",w,a,s,h,i,n,g,t,o,n,",",m,i,n,n
,,,,,,,,,,,,,,,,,,,,p,h,o,e,n,i,x,",",s,p,o,k,a,n,e,",",c,h,i,c,a,g,o,",",p,o,r,t,l,a,n,d,",",o,l,y,m,p,i,a
,,,,,,,,,,,,,h,o,u,s,t,o,n,",",m,i,n,n,e,a,p,o,l,i,s,",",c,i,n,c,i,n,n,a,t,i,",",r,i,c,h,m,o,n,d,",",b,o,s,t,o,n,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,i,a,m,i,",",s,p,o,k,a,n,e,",",b,u,f,f,a,l,o,",",k,a,n,s,a,s, ,c
,,,,,,,,,,,,,",",b,o,i,s,e,",",p,i,t,t,s,b,u,r,g,h,",",s,a,n,t,a, ,f,e,",",s,e,a,t,t,l,e,",",k,a,n,s,a,s, ,c,i,t,y,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,o,r,t,l,a,n,d,",",p,h,o,e,n,i,x,",",n,e,w
,,,,,,,,,,,,,,,,,,,a,r,l,e,s,t,o,n,",",l,e, ,b,a,m,",",l,i,t,t,l,e, ,r,o,c,k,",",l,o,s, ,a,n,g,e,l,e,s,",",n
